item_id,item,label
'575745231452266496',rt usrId canada expresses condolences following deadly cyclone in #vanuatu #cyclonepam httpAddress httpAddress,Sympathy and support
'575745396254736384',on usrId at 21g latest on #vanuatu update on #irantalks and our corr in #southsudan on race to deliver aid before the rainy season,Donations and volunteering
'575745544875737088',how much do we really care ? vanuatu cyclone was a foretaste of the coming climate wars httpAddress,Other Useful Information
'575745548210192384',google news ca first aid teams reach vanuatu find widespread devastation reuters the httpAddress httpAddress #news #canada,Infrastructure and utilities
'575745555860598784',the problem is everyone wants httpAddress wants their sign put on httpAddress vanuatu slams aid agencies httpAddress,Donations and volunteering
'575745560310779905',we lost one small beautiful islet vasafua in funafuti atoll after httpAddress #tuvalu httpAddress,Other Useful Information
'575745563217498112',vanuatu struggles to account for cyclone damage deaths cyclone ravaged vanuatu struggles to determine scale of damage deaths as httpAddress,Affected individuals
'575745565385863168',couples reveal how many people they ve had sex httpAddress gt ; gt ; httpAddress timeline #vanuatu #sri lanka #p httpAddress,Not related or irrelevant
'575745568728686592',vanuatu s president makes a leap in tying cyclone pam to climate change httpAddress via usrId httpAddress,Other Useful Information
'575745578258161664',from volcanoes to snorkeling a snapshot of vanuatu from volcanoes to snorkeling a snapshot of the south pacific s cyclone hit vanuatu,Other Useful Information
'575745579982020609',djcinnful is playing pam tillis shake the sugar tree,Not related or irrelevant
'575745583593320449',pam fuehrer and art rublin nominated for school board by sbnc httpAddress #joomla httpAddress,Not related or irrelevant
'575745586026033152',western australia braces for flooding as cyclone olwyn downgraded cyclone declared a category one storm but httpAddress httpAddress,Other Useful Information
'575745587921858560',rt usrId breaking news ! category D cyclone hits vanuatu in httpAddress wind damage and flooding are httpAddress httpAddress,Other Useful Information
'575745591340220417',#cyclone pam freshen up starts on #storm ravaged #vanuatu D days after cyclone pam folks httpAddress,Other Useful Information
'575745592996986880',#dmjeferson monster storm roars over vanuatu relief workers anticipate enormous humanitarian httpAddress httpAddress #dmjeferson,Donations and volunteering
'575745599586365441',#vanuatu presidents says monster cyclone has set #vanuatudevelopment httpAddress httpAddress httpAddress,Other Useful Information
'575745600987136000',rt usrId httpAddress cyclone pam #cyclonepam first deaths confirmed after tropical cyclone pam roars over vanuat htt,Affected individuals
'575745600987136000',rt usrId httpAddress cyclone pam #cyclonepam first deaths confirmed after tropical cyclone pam roars over vanuat htt,Affected individuals
'575745613674909696',rt usrId please if you can spare anything if you havent yet nzrc pacific disaster fund httpAddress or unicef httpAddress,Donations and volunteering
'575745614991904768',was #cyclonepam #weatherwarfare ? #climateengineering onslaught wreaking havoc on all life httpAddress usrId usrId,Other Useful Information
'575745621237239808',rt usrId oxfam australia 90 of housing in vanuatu s capital city seriously damaged by #cyclonepam httpAddress httpAddress,Infrastructure and utilities
'575745829845143552',new post cyclone pam leaves devastation in vanuatu DD confirmed killed httpAddress,Affected individuals
'575745927568211968',DD road warrior DD by cyclone side patio toy hauler D bathrooms must see rv full rea httpAddress httpAddress,Not related or irrelevant
'575745978176688128',rt usrId volvo ocean race knut frostad on the cyclone and other matters volvo #volvooceanrace #vor httpAddress httpAddress,Not related or irrelevant
'575745982337581056',sending thoughts amp ; prayers out to the people of vanuatu #prayforvanuatu,Sympathy and support
'575746071974047746',rt usrId httpAddress cyclone olwyn #cycloneolwyn cyclone olwyn recovery efforts hampered as critical infrastructure,Infrastructure and utilities
'575746232959823873',rt usrId httpAddress chartering a cargo flight of relief supplies for #cyclonepam victims in httpAddress pray for the victi,Donations and volunteering
'575746507154006017',cyclone pam vanuatu residents find homes blown away httpAddress rt usrId httpAddress,Infrastructure and utilities
'575746578230591489',rt usrId this is my way to give back karl is among volunteers helping get school kits to children in #vanuatu httpAddress usrId,Donations and volunteering
'575746604755451904',usrId hope you are httpAddress it seems the cyclone is tracking closer to nz .,Other Useful Information
'575746617933885440',rt usrId httpAddress cyclone pam #cyclonepam vanuatu cyclone dozens feared dead DD capital region aus canberra,Affected individuals
'575746765695156225',usrId awh happy birthday pam !! c a 9,Not related or irrelevant
'575746943483183104',where some #auckland dogs spent cyclone httpAddress live every httpAddress pls sign to end life chaining httpAddress httpAddress,Sympathy and support
'575746988949573632',rt usrId immediate priorities after #cyclonepam first aid food safe water httpAddress our appeal httpAddress,Donations and volunteering
'575747029781069824',today was a good day 5 happy birthday momma pam ! i love you d #lunch #manipedi #movies #dinner httpAddress,Not related or irrelevant
'575747137603964928',jim and pam are so cute i am crying,Not related or irrelevant
'575747190624272386',expect bill o reilly to tell us how many lives he personally saved in the vanuatu typhoon over the httpAddress,Other Useful Information
'575747314712772608',cat D monster cyclone pam tore through pacific islands worst in history catastrophic damage 90 homes destroyed #predictions 201D,Infrastructure and utilities
'575747351400177664',south pacifics vanuatu hammered by DD mph tropical cyclone httpAddress httpAddress,Other Useful Information
'575747395100798977',rt usrId httpAddress tropical cyclone pam becomes category D storm slams vanuatu capital #cyclonepam DD,Other Useful Information
'575747418593038336',cyclone pam tears through vanuatu httpAddress via usrId,Other Useful Information
'575747704418009088',what are you doing to help vanuatu ? usrId usrId usrId usrId,Donations and volunteering
'575747727717363712',climate change aggravating cyclone damage scientists say httpAddress,Other Useful Information
'575747826543501312',rt usrId see images from #vanuatu after the immensely powerful cyclone pam hit dead on httpAddress via usrId,Infrastructure and utilities
'575747877261070337',video i loved this show and i loved pam ! love the work kristin bauer van straten is doing as maleficent httpAddress httpAddress,Not related or irrelevant
'575747888443101185',cyclone devastates pacific islands httpAddress,Infrastructure and utilities
'575748041694519296',rt usrId #tcpam family in vila estimates it will take at least D months for food to grow back very scared where food is going to come,Other Useful Information
'575748084371755009',rt usrId images of destruction are emerging from our colleagues on the ground in port vila httpAddress #cyclonepam #tcpam httpAddress,Infrastructure and utilities
'575748257818804224',rt usrId how can we fix indian country with afn mafia like pam palmater and phil fontaine leading our people astray for personal ga,Not related or irrelevant
'575748391457681408',rt usrId it was like a velociraptor says australians who survived cyclone pam in httpAddress httpAddress,Other Useful Information
'575748547569541121',photosnews vanuatu president says nation must start anew after cyclone vanuatu s president says the small south pacific nation httpAddress,Other Useful Information
'575748636111421440',learning about planned giving with gene tempel pam davidson and scott walters httpAddress,Not related or irrelevant
'575748659163348992',omg jim and pam are together ! #toocute #usoffice #afewyearsbehind,Not related or irrelevant
'575748928185856000',usrId thanks for the follow httpAddress,Not related or irrelevant
